N	SIN_OPT
25000	0.000035
25000	0.000035
25000	0.000035
25000	0.000035
25000	0.000035
25000	0.000035
25000	0.000035
25000	0.000035
25000	0.000035
25000	0.000035
25000	0.000035
25000	0.000035
25000	0.000035
25000	0.000035
34000	0.000048
34000	0.000048
34000	0.000048
34000	0.000048
34000	0.000048
34000	0.000048
34000	0.000048
34000	0.000048
34000	0.000048
34000	0.000048
34000	0.000048
34000	0.000048
34000	0.000048
34000	0.000048
34000	0.000048
34000	0.000048
34000	0.000048
34000	0.000048
34000	0.000048
34000	0.000048
40000	0.000056
40000	0.000056
40000	0.000056
40000	0.000056
40000	0.000056
40000	0.000056
40000	0.000056
40000	0.000056
40000	0.000056
40000	0.000056
40000	0.000056
40000	0.000056
40000	0.000056
40000	0.000056
40000	0.000056
40000	0.000056
40000	0.000056
40000	0.000056
40000	0.000056
40000	0.000056
56000	0.000078
56000	0.000078
56000	0.000078
56000	0.000078
56000	0.000078
56000	0.000078
56000	0.000078
56000	0.000078
56000	0.000078
56000	0.000078
56000	0.000078
56000	0.000078
56000	0.000078
56000	0.000078
56000	0.000078
56000	0.000078
56000	0.000078
56000	0.000078
56000	0.000078
56000	0.000078
78000	0.000109
78000	0.000108
78000	0.000108
78000	0.000108
78000	0.000109
78000	0.000108
78000	0.000108
78000	0.000108
78000	0.000108
78000	0.000108
78000	0.000108
78000	0.000109
78000	0.000109
78000	0.000108
78000	0.000109
78000	0.000108
78000	0.000108
78000	0.000108
78000	0.000108
78000	0.000109
95000	0.000132
95000	0.000132
95000	0.000132
95000	0.000132
95000	0.000132
95000	0.000132
95000	0.000132
95000	0.000132
95000	0.000132
95000	0.000132
95000	0.000132
95000	0.000132
95000	0.000132
95000	0.000132
95000	0.000132
95000	0.000132
95000	0.000132
95000	0.000132
95000	0.000132
95000	0.000132
110000	0.000153
110000	0.000153
110000	0.000153
110000	0.000152
110000	0.000152
110000	0.000152
110000	0.000152
110000	0.000152
110000	0.000152
110000	0.000152
110000	0.000152
110000	0.000153
110000	0.000152
110000	0.000152
110000	0.000152
110000	0.000153
110000	0.000153
110000	0.000152
110000	0.000152
110000	0.000152
160000	0.000222
160000	0.000222
160000	0.000222
160000	0.000222
160000	0.000222
160000	0.000222
160000	0.000222
160000	0.000222
160000	0.000222
160000	0.000222
160000	0.000222
160000	0.000222
160000	0.000222
160000	0.000222
160000	0.000222
160000	0.000222
160000	0.000222
160000	0.000222
160000	0.000222
160000	0.000222
250000	0.000347
250000	0.000346
250000	0.000346
250000	0.000346
250000	0.000346
250000	0.000347
250000	0.000347
250000	0.000346
250000	0.000347
250000	0.000346
250000	0.000347
250000	0.000346
250000	0.000346
250000	0.000346
250000	0.000347
250000	0.000347
250000	0.000347
250000	0.000346
250000	0.000346
250000	0.000346
320000	0.000443
320000	0.000443
320000	0.000443
320000	0.000443
320000	0.000443
320000	0.000443
320000	0.000443
320000	0.000443
320000	0.000443
320000	0.000443
320000	0.000443
320000	0.000443
320000	0.000443
320000	0.000443
320000	0.000443
320000	0.000443
320000	0.000443
320000	0.000443
320000	0.000443
320000	0.000444
390000	0.000540
390000	0.000540
390000	0.000541
390000	0.000540
390000	0.000540
390000	0.000540
390000	0.000540
390000	0.000540
390000	0.000541
390000	0.000541
390000	0.000540
390000	0.000540
390000	0.000540
390000	0.000540
390000	0.000540
390000	0.000540
390000	0.000541
390000	0.000540
390000	0.000540
390000	0.000540
570000	0.000789
570000	0.000789
570000	0.000789
570000	0.000789
570000	0.000789
570000	0.000788
570000	0.000789
570000	0.000789
570000	0.000789
570000	0.000788
570000	0.000788
570000	0.000789
570000	0.000789
570000	0.000790
570000	0.000789
570000	0.000790
570000	0.000790
570000	0.000789
570000	0.000789
570000	0.000788
820000	0.001134
820000	0.001133
820000	0.001133
820000	0.001132
820000	0.001132
820000	0.001133
820000	0.001133
820000	0.001131
820000	0.001133
820000	0.001133
820000	0.001133
820000	0.001132
820000	0.001132
820000	0.001131
820000	0.001132
820000	0.001134
820000	0.001132
820000	0.001132
820000	0.001132
820000	0.001132
1000000	0.001381
1000000	0.001382
1000000	0.001381
1000000	0.001381
1000000	0.001380
1000000	0.001381
1000000	0.001381
1000000	0.001384
1000000	0.001383
1000000	0.001381
1000000	0.001384
1000000	0.001380
1000000	0.001380
1000000	0.001382
1000000	0.001379
1000000	0.001382
1000000	0.001383
1000000	0.001382
1000000	0.001380
1000000	0.001383
1190000	0.001642
1190000	0.001643
1190000	0.001644
1190000	0.001649
1190000	0.001643
1190000	0.001643
1190000	0.001642
1190000	0.001642
1190000	0.001644
1190000	0.001644
1190000	0.001644
1190000	0.001645
1190000	0.001648
1190000	0.001646
1190000	0.001646
1190000	0.001646
1190000	0.001647
1190000	0.001645
1190000	0.001646
1190000	0.001645
1500000	0.002073
1500000	0.002077
1500000	0.002075
1500000	0.002072
1500000	0.002071
1500000	0.002071
1500000	0.002071
1500000	0.002070
1500000	0.002071
1500000	0.002074
1500000	0.002078
1500000	0.002074
1500000	0.002075
1500000	0.002075
1500000	0.002075
1500000	0.002070
1500000	0.002074
1500000	0.002070
1500000	0.002070
1500000	0.002072
1750000	0.002413
1750000	0.002415
1750000	0.002417
1750000	0.002417
1750000	0.002418
1750000	0.002417
1750000	0.002415
1750000	0.002418
1750000	0.002415
1750000	0.002416
1750000	0.002416
1750000	0.002417
1750000	0.002416
1750000	0.002415
1750000	0.002416
1750000	0.002420
1750000	0.002416
1750000	0.002415
1750000	0.002416
1750000	0.002413
1990000	0.002745
1990000	0.002747
1990000	0.002748
1990000	0.002745
1990000	0.002755
1990000	0.002748
1990000	0.002745
1990000	0.002752
1990000	0.002750
1990000	0.002746
1990000	0.002748
1990000	0.002746
1990000	0.002747
1990000	0.002750
1990000	0.002749
1990000	0.002751
1990000	0.002753
1990000	0.002755
1990000	0.002757
1990000	0.002753
2550000	0.003528
2550000	0.003533
2550000	0.003529
2550000	0.003527
2550000	0.003534
2550000	0.003531
2550000	0.003530
2550000	0.003525
2550000	0.003528
2550000	0.003533
2550000	0.003529
2550000	0.003525
2550000	0.003530
2550000	0.003527
2550000	0.003523
2550000	0.003519
2550000	0.003520
2550000	0.003523
2550000	0.003523
2550000	0.003518
3190000	0.004408
3190000	0.004406
3190000	0.004405
3190000	0.004402
3190000	0.004409
3190000	0.004404
3190000	0.004404
3190000	0.004400
3190000	0.004406
3190000	0.004402
3190000	0.004400
3190000	0.004401
3190000	0.004401
3190000	0.004404
3190000	0.004404
3190000	0.004402
3190000	0.004408
3190000	0.004405
3190000	0.004408
3190000	0.004408
4200000	0.005811
4200000	0.005804
4200000	0.005800
4200000	0.005819
4200000	0.005808
4200000	0.005809
4200000	0.005804
4200000	0.005803
4200000	0.005806
4200000	0.005805
4200000	0.005807
4200000	0.005821
4200000	0.005808
4200000	0.005809
4200000	0.005805
4200000	0.005814
4200000	0.005810
4200000	0.005813
4200000	0.005820
4200000	0.005808
5100000	0.007053
5100000	0.007059
5100000	0.007053
5100000	0.007060
5100000	0.007054
5100000	0.007052
5100000	0.007053
5100000	0.007052
5100000	0.007050
5100000	0.007048
5100000	0.007052
5100000	0.007053
5100000	0.007054
5100000	0.007050
5100000	0.007047
5100000	0.007049
5100000	0.007056
5100000	0.007071
5100000	0.007050
5100000	0.007059
5900000	0.008157
5900000	0.008155
5900000	0.008157
5900000	0.008158
5900000	0.008158
5900000	0.008162
5900000	0.008169
5900000	0.008154
5900000	0.008153
5900000	0.008163
5900000	0.008156
5900000	0.008150
5900000	0.008153
5900000	0.008159
5900000	0.008146
5900000	0.008151
5900000	0.008148
5900000	0.008150
5900000	0.008156
5900000	0.008158
7800000	0.010790
7800000	0.010757
7800000	0.010757
7800000	0.010760
7800000	0.010763
7800000	0.010764
7800000	0.010756
7800000	0.010780
7800000	0.010777
7800000	0.010768
7800000	0.010929
7800000	0.012266
7800000	0.010770
7800000	0.010758
7800000	0.010783
7800000	0.010756
7800000	0.010754
7800000	0.010764
7800000	0.013547
7800000	0.011647
9500000	0.012980
9500000	0.013035
9500000	0.013007
9500000	0.013005
9500000	0.012995
9500000	0.012988
9500000	0.012988
9500000	0.013014
9500000	0.012983
9500000	0.013006
9500000	0.012974
9500000	0.012973
9500000	0.012982
9500000	0.012978
9500000	0.012988
9500000	0.012979
9500000	0.012975
9500000	0.012989
9500000	0.015679
9500000	0.012984
11800000	0.016127
11800000	0.016145
11800000	0.016149
11800000	0.016137
11800000	0.016143
11800000	0.016134
11800000	0.016137
11800000	0.016173
11800000	0.016138
11800000	0.016136
11800000	0.016128
11800000	0.016139
11800000	0.016128
11800000	0.016142
11800000	0.016136
11800000	0.016132
11800000	0.016128
11800000	0.016119
11800000	0.016138
11800000	0.016136
15900000	0.021770
15900000	0.021719
15900000	0.021725
15900000	0.021740
15900000	0.021703
15900000	0.021712
15900000	0.021726
15900000	0.021764
15900000	0.021735
15900000	0.021727
15900000	0.021745
15900000	0.021712
15900000	0.021753
15900000	0.021753
15900000	0.021766
15900000	0.021741
15900000	0.021729
15900000	0.021752
15900000	0.021747
15900000	0.021740
23900000	0.032682
23900000	0.032729
23900000	0.032675
23900000	0.032695
23900000	0.032611
23900000	0.032659
23900000	0.032669
23900000	0.032742
23900000	0.032670
23900000	0.032658
23900000	0.032670
23900000	0.032716
23900000	0.032684
23900000	0.032666
23900000	0.032691
23900000	0.032720
23900000	0.032661
23900000	0.032664
23900000	0.032662
23900000	0.032662
53000000	0.072447
53000000	0.072508
53000000	0.072476
53000000	0.072528
53000000	0.072435
53000000	0.072496
53000000	0.072486
53000000	0.072487
53000000	0.072449
53000000	0.072470
53000000	0.072444
53000000	0.072461
53000000	0.072433
53000000	0.072576
53000000	0.072462
53000000	0.072510
53000000	0.072519
53000000	0.072493
53000000	0.072490
53000000	0.072415
95000000	0.130015
95000000	0.129954
95000000	0.130116
95000000	0.130017
95000000	0.129895
95000000	0.129853
95000000	0.129806
95000000	0.129905
95000000	0.129949
95000000	0.129973
95000000	0.129976
95000000	0.129879
95000000	0.129944
95000000	0.130098
95000000	0.129866
95000000	0.130106
95000000	0.130040
95000000	0.130012
95000000	0.129893
95000000	0.129993
199000000	0.272016
199000000	0.271788
199000000	0.271892
199000000	0.272559
199000000	0.271772
199000000	0.272131
199000000	0.271735
199000000	0.272371
199000000	0.272595
199000000	0.272084
199000000	0.271846
199000000	0.272091
199000000	0.271826
199000000	0.271778
199000000	0.272081
199000000	0.272108
199000000	0.272550
199000000	0.275195
199000000	0.275247
199000000	0.275396
383000000	0.530831
383000000	0.530449
383000000	0.529986
383000000	0.530246
383000000	0.530287
383000000	0.529726
383000000	0.530173
383000000	0.529736
383000000	0.529808
383000000	0.530207
383000000	0.530631
383000000	0.530890
383000000	0.530675
383000000	0.531067
383000000	0.531294
383000000	0.531508
383000000	0.530755
383000000	0.531066
383000000	0.531475
383000000	0.530585
959000000	1.328955
959000000	1.329986
959000000	1.331497
959000000	1.329794
959000000	1.329549
959000000	1.328870
959000000	1.331251
959000000	1.328726
959000000	1.327803
959000000	1.328612
959000000	1.328334
959000000	1.328934
959000000	1.328977
959000000	1.328688
959000000	1.328775
959000000	1.328985
959000000	1.329028
959000000	1.329301
959000000	1.328642
959000000	1.328672
1910000000	2.645460
1910000000	2.648546
1910000000	2.648134
1910000000	2.641738
1910000000	2.643687
1910000000	2.640552
1910000000	2.639966
1910000000	2.639781
1910000000	2.640621
1910000000	2.642150
1910000000	2.641451
1910000000	2.638800
1910000000	2.643747
1910000000	2.646164
1910000000	2.644493
1910000000	2.642610
1910000000	2.641464
1910000000	2.640653
1910000000	2.645129
1910000000	2.642446
